3, 361, 360, 360
4, 257, 257, 257
7, 655, 655, 655
15, 137, 136, 136
21, 46, 45, 13
20, 54, 53, 29
19, 449, 449, 449
28, 96, 95, 95
16, 2004, 2004, 2004
46, 105, 104, 104
34, 1403, 1402, 150
49, 181, 181, 90
52, 122, 122, 122
53, 93, 93, 93
59, 54, 54, 54
57, 392, 392, 186
1, 5973, 5971, 107
26, 4006, 4006, 3087
56, 909, 909, 95
38, 2974, 2972, 876
22, 4516, 4515, 664
32, 3916, 3915, 95
12, 6298, 6297, 144
23, 5536, 5536, 14
40, 4089, 4088, 4088
36, 4610, 4609, 625
25, 6061, 6059, 125
30, 5692, 5692, 325
55, 3515, 3514, 162
31, 6191, 6190, 238
24, 7018, 7016, 27
2, 9659, 9657, 146
10, 9128, 9127, 937
27, 7699, 7699, 65
48, 6144, 6143, 11
17, 9544, 9543, 9543
13, 10234, 10233, 9413
33, 8855, 8855, 8855
35, 9553, 9553, 547
29, 10361, 10360, 163
51, 8875, 8875, 8875
14, 12987, 12985, 1369
54, 9660, 9660, 9660
44, 11312, 11306, 11306
11, 15136, 15133, 13626
47, 11998, 11997, 6715
39, 13061, 13060, 13060
8, 16732, 16730, 16730
58, 12356, 12355, 111
42, 14310, 14310, 14310
41, 15384, 15373, 15373
43, 15942, 15938, 14922
5, 20101, 20100, 20100
6, 20556, 20555, 20555
45, 17314, 17314, 17314
9, 21152, 21151, 71
18, 20996, 20995, 88
50, 18174, 18173, 18173
0, 23643, 23638, 13
37, 20631, 20630, 6072
136
