1, 173, 172, 90
8, 266, 265, 265
13, 148, 147, 147
11, 475, 474, 211
16, 122, 122, 122
9, 1441, 1440, 32
29, 112, 112, 112
26, 716, 716, 161
21, 1416, 1415, 115
4, 3313, 3312, 223
25, 1893, 1892, 1892
28, 1892, 1891, 30
2, 5174, 5173, 5173
0, 5520, 5515, 5515
27, 3146, 3145, 79
18, 4208, 4206, 4206
12, 5144, 5143, 78
6, 5894, 5893, 22
5, 6440, 6439, 6439
22, 5068, 5068, 5068
17, 5760, 5759, 3188
24, 5449, 5447, 118
10, 7599, 7597, 7597
14, 7461, 7461, 7461
20, 7417, 7416, 51
3, 9591, 9590, 9590
15, 8891, 8890, 352
23, 8856, 8856, 8856
7, 10786, 10785, 84
19, 10652, 10651, 10651
141
