0, 853, 846, 91
1, 1423, 1422, 768
2, 1954, 1952, 1145
4, 2347, 2346, 1993
3, 2207, 2206, 2194
5, 2177, 2177, 2177
6, 2382, 2382, 2260
7, 2478, 2477, 2371
8, 2932, 2931, 2879
9, 3191, 3190, 2902
10, 3152, 3151, 3151
11, 3171, 3171, 3160
12, 3495, 3494, 3328
13, 3391, 3390, 3390
14, 3838, 3838, 3838
16, 3677, 3676, 3676
15, 3918, 3916, 3692
17, 4062, 4061, 3987
18, 4345, 4345, 4043
19, 4334, 4333, 4160
20, 4256, 4255, 4255
22, 4297, 4297, 4096
21, 5005, 5004, 4278
23, 5342, 5340, 4984
24, 5671, 5671, 5436
25, 6013, 6012, 5410
27, 7311, 7310, 6509
26, 7747, 7746, 7243
28, 8296, 8295, 8200
30, 8421, 8420, 8420
29, 8383, 8382, 8272
31, 8730, 8729, 8493
32, 8708, 8707, 8645
33, 9148, 9148, 9148
34, 8968, 8968, 8968
35, 9309, 9308, 8979
36, 9803, 9802, 9299
37, 10188, 10188, 9999
38, 10294, 10294, 10262
39, 10203, 10203, 10203
41, 10645, 10643, 10124
40, 11247, 11245, 10618
42, 11273, 11272, 11272
44, 11581, 11580, 11157
43, 12349, 12347, 11515
45, 13001, 13001, 12797
47, 13125, 13124, 12936
46, 13986, 13985, 13546
48, 14608, 14607, 14356
50, 15259, 15259, 14631
49, 15530, 15529, 15136
51, 16061, 16060, 15541
52, 16074, 16073, 16010
53, 16073, 16073, 15962
55, 16052, 16051, 16035
54, 16549, 16548, 16548
56, 16873, 16872, 16590
57, 17245, 17245, 16790
58, 17176, 17176, 17161
61, 18429, 18427, 17216
60, 19066, 19065, 18718
59, 20053, 20051, 19093
62, 20971, 20971, 20326
63, 21208, 21208, 21145
65, 22469, 22468, 21166
64, 22889, 22888, 22574
66, 22999, 22998, 22998
67, 23076, 23075, 23044
69, 23070, 23069, 23007
68, 23551, 23550, 23079
70, 23994, 23993, 23882
71, 24990, 24989, 24471
72, 25514, 25513, 24901
73, 26023, 26022, 25503
74, 26567, 26566, 26032
75, 27374, 27373, 26854
77, 27917, 27916, 27193
76, 28174, 28173, 27765
78, 28410, 28410, 28205
80, 28753, 28751, 28420
79, 29128, 29127, 28782
81, 29237, 29236, 28985
82, 29928, 29927, 29237
83, 29915, 29913, 29851
84, 30097, 30096, 29908
85, 30585, 30584, 30145
87, 30698, 30698, 30510
86, 31408, 31407, 30842
88, 31861, 31860, 31515
89, 31965, 31965, 31856
