4, 94, 93, 18
7, 93, 93, 93
3, 577, 576, 576
9, 144, 144, 144
10, 133, 133, 133
5, 871, 870, 24
12, 158, 158, 66
13, 119, 119, 119
11, 426, 425, 425
22, 59, 59, 59
23, 206, 204, 38
24, 201, 200, 16
30, 277, 276, 276
32, 203, 203, 203
34, 183, 182, 182
36, 91, 90, 90
38, 68, 67, 56
37, 446, 445, 241
45, 106, 106, 106
43, 470, 469, 119
46, 115, 114, 90
50, 183, 183, 183
48, 440, 440, 440
51, 183, 182, 182
20, 3455, 3454, 3454
54, 101, 100, 48
57, 420, 419, 235
60, 525, 524, 111
52, 2319, 2319, 2319
66, 1071, 1071, 315
44, 3682, 3681, 119
62, 2755, 2755, 632
49, 4814, 4814, 4814
28, 7234, 7232, 7231
17, 8393, 8393, 8393
25, 8066, 8065, 78
18, 9467, 9466, 59
55, 6196, 6195, 65
16, 10566, 10566, 10566
42, 8064, 8062, 92
41, 8596, 8595, 8595
6, 12693, 12693, 35
65, 7284, 7283, 7283
31, 11093, 11092, 6026
8, 13649, 13647, 145
29, 12059, 12059, 12059
15, 13536, 13534, 218
58, 9826, 9825, 527
69, 9137, 9135, 112
61, 10277, 10276, 9343
40, 12613, 12613, 189
59, 11000, 10999, 10999
63, 11141, 11140, 11140
53, 12321, 12321, 12321
27, 15508, 15507, 6810
2, 18658, 18651, 31
1, 19115, 19114, 406
14, 18363, 18362, 140
33, 17555, 17554, 17554
0, 21220, 21213, 579
67, 15047, 15046, 15046
19, 20459, 20458, 7448
64, 17070, 17069, 85
26, 21270, 21269, 21269
47, 19616, 19615, 19615
35, 21445, 21444, 21444
68, 18591, 18590, 18590
39, 22062, 22061, 174
56, 20692, 20691, 2270
21, 24946, 24946, 170
136
