0, 313, 306, 82
1, 405, 397, 182
2, 793, 792, 279
4, 1107, 1105, 638
3, 1818, 1816, 1602
5, 2065, 2063, 1909
6, 2393, 2393, 2290
8, 2373, 2373, 2252
7, 2366, 2365, 2241
10, 2784, 2784, 2368
11, 3108, 3107, 2854
9, 3939, 3938, 3605
12, 3822, 3822, 3822
13, 4001, 4000, 4000
14, 4611, 4609, 4183
16, 4971, 4971, 4670
15, 5220, 5220, 5220
17, 5033, 5032, 5032
18, 5784, 5783, 5079
19, 5816, 5815, 5734
21, 5942, 5938, 5763
20, 6698, 6697, 6014
22, 7051, 7049, 6785
23, 7617, 7616, 7105
25, 8917, 8914, 7971
24, 9232, 9229, 8002
26, 9493, 9492, 9257
28, 9654, 9653, 9449
29, 10082, 10082, 9706
27, 10083, 10083, 10083
30, 10247, 10246, 10105
31, 10679, 10677, 10001
32, 11402, 11401, 10678
33, 11496, 11496, 11370
34, 11549, 11548, 11517
36, 11620, 11619, 11509
35, 11535, 11535, 11535
37, 11746, 11746, 11431
38, 12250, 12249, 11763
39, 12651, 12650, 12211
40, 13106, 13105, 12980
41, 13313, 13312, 13155
42, 13426, 13425, 13362
43, 13376, 13376, 13376
45, 13873, 13873, 13370
44, 14117, 14116, 13865
47, 14218, 14217, 14061
46, 14604, 14603, 14241
48, 15064, 15062, 14749
49, 15022, 15022, 15022
50, 14945, 14945, 14945
51, 15165, 15163, 15006
52, 15281, 15281, 15265
53, 15240, 15239, 15239
55, 15836, 15835, 15725
54, 16028, 16027, 15698
56, 16905, 16903, 16464
58, 17601, 17600, 16861
57, 18025, 18023, 17677
60, 18469, 18468, 17964
59, 18739, 18738, 18471
61, 19502, 19501, 18668
62, 19498, 19497, 19402
64, 19517, 19516, 19500
63, 19573, 19573, 19573
65, 19815, 19814, 19390
67, 20476, 20475, 20271
66, 20471, 20471, 20408
68, 21046, 21045, 20777
69, 21240, 21239, 21239
70, 22107, 22106, 21163
71, 22402, 22402, 22088
72, 22475, 22475, 22459
73, 23412, 23411, 22471
76, 23340, 23340, 23340
74, 23300, 23300, 23300
75, 23598, 23597, 23221
77, 23653, 23652, 23449
79, 24301, 24300, 24128
78, 24438, 24438, 24248
82, 24761, 24760, 24524
80, 24819, 24819, 24819
81, 25829, 25828, 25184
83, 26106, 26106, 25776
84, 26411, 26411, 26285
86, 26970, 26970, 26733
85, 27497, 27496, 27041
87, 28159, 28159, 27390
89, 28789, 28789, 28021
88, 28788, 28788, 28772
90, 29398, 29398, 28754
91, 29456, 29456, 29456
93, 29584, 29583, 29270
94, 29760, 29759, 29556
92, 29811, 29811, 29811
95, 29663, 29663, 29648
96, 29806, 29806, 29586
98, 29928, 29928, 29928
97, 29944, 29944, 29944
99, 30683, 30683, 30244
