0, 500, 495, 82
1, 749, 747, 245
2, 1430, 1430, 827
3, 1918, 1917, 1715
4, 1903, 1903, 1903
7, 2236, 2235, 1852
5, 2733, 2731, 2325
6, 2990, 2990, 2990
8, 3030, 3030, 3030
9, 3198, 3197, 3041
10, 4051, 4050, 3234
12, 3968, 3967, 3751
11, 4392, 4391, 3942
13, 4569, 4569, 4319
15, 4666, 4665, 4618
14, 4641, 4641, 4610
17, 5214, 5213, 4915
16, 5835, 5833, 5236
18, 6200, 6198, 5649
19, 6918, 6917, 6132
20, 7178, 7177, 6926
21, 7466, 7465, 7134
22, 7711, 7711, 7617
24, 8058, 8057, 7790
23, 8238, 8238, 8127
27, 8624, 8623, 8058
25, 9256, 9255, 8706
28, 9208, 9208, 9208
26, 9756, 9755, 9517
29, 10231, 10231, 9837
30, 11224, 11224, 10189
31, 11597, 11597, 11252
32, 11584, 11583, 11489
33, 12776, 12774, 11739
34, 13085, 13084, 12754
35, 13198, 13198, 13072
37, 13428, 13428, 13239
38, 13391, 13391, 13391
36, 13730, 13729, 13681
39, 13777, 13777, 13777
