0, 211, 206, 32
1, 385, 384, 303
2, 313, 313, 313
5, 332, 332, 332
3, 909, 907, 351
4, 1218, 1217, 1104
6, 1347, 1347, 1226
7, 1397, 1395, 1100
9, 1443, 1442, 1442
8, 1395, 1395, 1395
10, 2597, 2596, 1448
11, 3115, 3114, 2480
13, 3765, 3764, 3394
12, 3828, 3826, 3700
15, 4000, 3998, 3778
14, 4107, 4106, 4090
16, 4456, 4455, 4078
18, 4403, 4402, 4293
17, 4443, 4443, 4443
20, 4654, 4653, 4386
21, 5366, 5366, 5146
19, 5862, 5861, 5375
23, 6432, 6431, 5897
24, 6789, 6788, 6599
22, 7225, 7224, 7098
25, 7350, 7348, 7239
26, 7399, 7399, 7399
27, 7729, 7728, 7368
28, 7745, 7745, 7636
29, 8017, 8016, 7859
30, 8527, 8526, 7867
32, 9097, 9097, 8894
31, 9388, 9387, 9074
33, 9383, 9383, 9320
35, 9752, 9751, 9626
34, 10241, 10240, 9690
36, 10342, 10341, 10341
37, 10390, 10390, 10296
38, 11188, 11187, 10559
39, 11816, 11815, 11595
40, 11769, 11769, 11769
41, 11791, 11790, 11665
42, 11727, 11727, 11727
43, 11623, 11623, 11623
44, 11659, 11659, 11659
45, 12325, 12325, 12152
47, 12241, 12240, 12194
46, 12226, 12226, 12210
48, 12182, 12180, 12180
49, 12623, 12623, 12106
