0, 598, 592, 11
1, 1082, 1080, 848
2, 1244, 1242, 985
3, 1594, 1592, 1057
5, 1658, 1658, 1607
4, 2106, 2106, 2106
6, 2412, 2411, 2258
7, 2542, 2541, 2460
8, 2409, 2408, 2408
9, 2971, 2970, 2469
10, 3169, 3168, 2864
12, 3252, 3251, 2975
11, 3367, 3367, 3367
13, 4097, 4097, 3294
15, 4858, 4858, 4074
14, 5204, 5203, 4920
16, 5103, 5103, 5103
17, 5111, 5110, 4921
19, 5114, 5114, 5004
18, 5317, 5316, 5221
20, 6022, 6021, 5817
21, 5874, 5874, 5842
23, 5915, 5915, 5915
22, 6183, 6183, 5963
24, 6114, 6113, 6003
26, 6372, 6371, 6309
25, 7331, 7330, 6656
28, 7539, 7538, 7254
27, 7837, 7835, 7427
30, 8108, 8108, 8108
29, 8259, 8258, 8164
31, 9194, 9194, 8191
32, 10033, 10032, 9308
34, 10390, 10389, 10091
33, 10430, 10429, 10429
35, 10755, 10754, 10455
37, 11168, 11167, 10634
36, 11531, 11529, 11153
38, 11927, 11926, 11455
39, 12052, 12052, 12020
40, 13121, 13120, 12399
42, 13752, 13751, 13123
41, 13768, 13768, 13768
44, 14331, 14330, 14016
43, 14846, 14844, 14404
45, 15423, 15422, 14920
46, 15427, 15427, 15427
49, 15822, 15820, 15193
47, 16091, 16091, 15997
48, 16875, 16874, 16214
50, 17173, 17173, 17173
51, 17758, 17756, 17237
52, 18119, 18118, 18087
55, 18644, 18643, 17982
53, 19111, 19110, 18749
54, 19505, 19504, 19111
57, 19477, 19476, 19444
58, 19836, 19835, 19741
56, 20232, 20230, 19852
59, 20628, 20628, 20486
