0, 56, 52, 52
2, 102, 102, 102
1, 269, 267, 11
4, 992, 990, 173
5, 2118, 2116, 1470
3, 2347, 2346, 2134
7, 3679, 3677, 2721
6, 4235, 4235, 4113
8, 4345, 4344, 4091
10, 4399, 4398, 4345
11, 4625, 4625, 4625
9, 5439, 5439, 4616
12, 6919, 6918, 5814
13, 6947, 6947, 6821
14, 7765, 7764, 6929
16, 8850, 8848, 7731
15, 9312, 9311, 8809
18, 9182, 9182, 9182
17, 9206, 9206, 9096
19, 9558, 9557, 9150
20, 9887, 9887, 9574
21, 9984, 9983, 9779
22, 10538, 10537, 9940
23, 11320, 11319, 10503
24, 12114, 12112, 11280
25, 12100, 12099, 11989
26, 12591, 12591, 12591
27, 13038, 13038, 13006
28, 13147, 13146, 13052
29, 13110, 13110, 13110
30, 13699, 13698, 12928
31, 13857, 13856, 13746
32, 14134, 14133, 13929
34, 14046, 14046, 14046
33, 14523, 14523, 14523
37, 14642, 14640, 14357
35, 14908, 14906, 14670
36, 14907, 14907, 14907
39, 15058, 15058, 15042
38, 15179, 15178, 15021
41, 15069, 15067, 15051
40, 15207, 15207, 15192
42, 15673, 15671, 15074
43, 16130, 16129, 15894
45, 16541, 16539, 16225
44, 16514, 16514, 16514
46, 16661, 16660, 16331
47, 16752, 16751, 16672
48, 16891, 16891, 16891
49, 17289, 17288, 17288
50, 17757, 17755, 17316
51, 17691, 17691, 17596
52, 17796, 17795, 17763
53, 17888, 17886, 17761
54, 17853, 17852, 17852
55, 17932, 17931, 17931
58, 18839, 18837, 17785
57, 20761, 20760, 19332
56, 21284, 21282, 20779
59, 21224, 21224, 21130
60, 21286, 21284, 21080
61, 21790, 21789, 21570
62, 21842, 21842, 21732
64, 21934, 21934, 21934
63, 22324, 22323, 22009
65, 23104, 23103, 22286
66, 23061, 23061, 23046
67, 23146, 23146, 23146
68, 23141, 23141, 23141
69, 23580, 23579, 23233
70, 23990, 23990, 23676
71, 24900, 24899, 24333
72, 25260, 25259, 24930
73, 25302, 25301, 25285
74, 25710, 25709, 25349
75, 26334, 26333, 25705
77, 26181, 26180, 26180
78, 26912, 26911, 26612
76, 26911, 26911, 26895
79, 27304, 27304, 27068
