0, 204, 203, 202
3, 35, 34, 34
13, 33, 33, 33
5, 1020, 1019, 42
18, 101, 101, 101
19, 156, 154, 101
17, 678, 678, 678
28, 172, 170, 62
32, 117, 117, 117
34, 23, 23, 23
35, 418, 417, 130
39, 316, 315, 99
36, 800, 799, 95
38, 580, 579, 259
27, 2075, 2074, 2074
37, 988, 987, 71
21, 3038, 3038, 3038
30, 2170, 2169, 2169
20, 3793, 3791, 348
1, 5980, 5973, 5973
12, 5414, 5413, 42
8, 5862, 5862, 5862
6, 6184, 6183, 6183
31, 4125, 4124, 2876
4, 6977, 6976, 208
9, 6882, 6881, 6881
15, 6592, 6592, 6592
26, 5704, 5703, 119
25, 7933, 7932, 46
24, 8607, 8606, 7595
7, 10788, 10788, 10788
16, 10281, 10279, 10279
22, 10099, 10096, 10096
10, 11881, 11881, 11881
14, 11936, 11934, 3979
11, 12790, 12789, 5160
23, 11994, 11993, 64
2, 14829, 14823, 14823
33, 12060, 12058, 192
13829, 12998, 12997, 12997
