1, 300, 296, 53
0, 291, 291, 291
2, 768, 767, 432
3, 992, 991, 778
5, 1056, 1053, 575
4, 1529, 1528, 1052
6, 2026, 2025, 1491
7, 2667, 2666, 2044
8, 2971, 2970, 2609
9, 3849, 3848, 3063
11, 4262, 4262, 3821
10, 4169, 4169, 4169
12, 4455, 4453, 4211
13, 4366, 4365, 4271
14, 4362, 4361, 4361
15, 4589, 4588, 4477
18, 4798, 4797, 4546
16, 4850, 4850, 4850
17, 4839, 4839, 4839
19, 5771, 5770, 5236
20, 6272, 6270, 5736
22, 6828, 6827, 6403
21, 6944, 6944, 6850
23, 6828, 6827, 6733
24, 7271, 7270, 7270
25, 7880, 7879, 7581
27, 8405, 8403, 8056
26, 8328, 8328, 8328
29, 8291, 8289, 8226
28, 8505, 8505, 8363
