6, 207, 206, 125
2, 831, 830, 123
11, 690, 689, 199
17, 265, 264, 264
5, 1809, 1809, 394
23, 142, 141, 141
15, 1068, 1067, 1067
32, 75, 74, 74
4, 2936, 2935, 590
37, 25, 24, 13
38, 61, 60, 60
33, 537, 536, 51
40, 379, 378, 111
44, 130, 130, 130
43, 319, 319, 67
45, 170, 169, 169
46, 331, 331, 28
52, 187, 186, 186
60, 287, 287, 287
65, 124, 123, 123
63, 504, 504, 237
67, 127, 126, 126
73, 253, 252, 73
82, 69, 69, 69
85, 155, 154, 154
87, 81, 80, 80
84, 514, 514, 514
90, 250, 250, 250
92, 113, 112, 90
88, 468, 467, 467
30, 6506, 6505, 6505
95, 27, 27, 27
50, 4479, 4479, 4479
56, 4057, 4056, 145
79, 2104, 2103, 113
49, 5992, 5991, 92
80, 3083, 3083, 3083
64, 4843, 4843, 4843
86, 3340, 3339, 69
55, 6545, 6544, 5885
97, 2583, 2581, 233
18, 11126, 11126, 109
69, 5993, 5993, 5993
72, 6117, 6117, 121
9, 12619, 12619, 68
41, 9867, 9867, 9867
14, 13407, 13406, 108
94, 5423, 5422, 152
74, 8272, 8271, 73
1, 16225, 16223, 105
54, 11126, 11125, 132
31, 13710, 13709, 964
42, 13477, 13476, 13476
19, 15942, 15941, 13555
96, 8707, 8707, 8707
26, 16491, 16491, 2569
62, 13507, 13506, 675
3, 19961, 19959, 105
76, 12697, 12696, 125
24, 18278, 18277, 18277
39, 17279, 17279, 17279
57, 15897, 15897, 4465
47, 17434, 17433, 6150
12, 21001, 21001, 21001
8, 21718, 21717, 21717
66, 16884, 16882, 5102
78, 15961, 15960, 107
25, 21631, 21630, 21630
29, 22015, 22015, 22015
20, 23232, 23231, 326
13, 24182, 24182, 24182
91, 17353, 17352, 54
98, 16710, 16709, 16709
99, 17099, 17098, 33
10, 26340, 26339, 26339
89, 19172, 19171, 19171
16, 26975, 26974, 956
35, 25543, 25542, 344
51, 24393, 24393, 24393
61, 23819, 23818, 11081
83, 22710, 22709, 91
22, 29264, 29264, 29264
7, 31859, 31858, 62
58, 27064, 27063, 18542
53, 28216, 28215, 28215
36, 30504, 30503, 52
71, 27273, 27273, 10189
81, 26840, 26839, 87
93, 26124, 26123, 83
70, 29064, 29062, 29062
28, 33654, 33653, 109
48, 32129, 32128, 5426
21, 35331, 35330, 35330
77, 30323, 30322, 64
75, 31169, 31169, 31169
27, 36409, 36409, 23
0, 39746, 39740, 11
68, 33436, 33435, 7839
59, 34699, 34697, 359
34, 37674, 37673, 8962
146
